engine,kind,config,benchmark,scenario,run_id,n_dim,atoms,rho,steps,dt,ranks,threads,bind,loop_time_s,timesteps_per_second,matom_step_per_second,cpu_use_percent,pair_time_s,neigh_time_s,comm_time_s,modify_time_s,total_neighbors,neighbor_list_builds,wall_time_s,datafile,input_file,lammps_bin,command,result_dir
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,23,1,close,6.13378,unknown,81.516,99.9%,3.5066,1.1995,0.88904,0.29801,37710977,84,11.314389,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 23 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r23_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,2,1,close,53.0816,unknown,9.419,99.9%,34.425,12.345,3.0668,1.9631,37710977,84,62.668438,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 2 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r2_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,32,1,close,3.7398,unknown,133.697,99.9%,2.3225,0.81435,0.34458,0.13781,37710977,84,9.196097,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 32 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,3,1,close,36.626,unknown,13.651,99.9%,23.273,8.2456,2.6976,1.4073,37710977,84,44.185592,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 3 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r3_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,45,1,close,2.72489,unknown,183.494,99.9%,1.6612,0.57252,0.29099,0.10094,37710977,84,8.92571,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 45 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,4,1,close,27.0618,unknown,18.476,100.0%,17.432,6.217,1.7211,1.0063,37710977,84,33.795576,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 4 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r4_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,56,1,close,2.23678,unknown,223.535,99.8%,1.3202,0.4736,0.26017,0.088168,37710977,84,8.764534,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 56 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,6,1,close,18.3601,unknown,27.233,99.9%,11.664,4.1651,1.3528,0.7023,37710977,84,24.284771,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 6 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r6_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose,20260423_230021,100,1000000,0.8442,500,0.005,8,1,close,14.4251,unknown,34.662,100.0%,9.3542,3.1416,1.0524,0.51383,37710977,84,19.77012,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 8 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230021/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_mpi_r8_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,11,close,29.2934,unknown,17.069,605.0%,11.179,4.2573,5.6258,5.8494,37710977,84,36.724534,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 11 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t11_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,16,close,28.3689,unknown,17.625,828.6%,10.412,3.7455,5.7726,6.0682,37710977,84,35.755824,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 16 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t16_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,1,close,108.316,unknown,4.616,99.9%,70.522,24.674,5.4167,4.9377,37710977,84,123.681509,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t1_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,23,close,25.6616,unknown,19.484,1108.5%,8.8957,3.175,5.4618,5.8102,37710977,84,32.88598,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 23 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t23_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,2,close,70.3004,unknown,7.112,171.4%,41.299,13.819,5.4272,6.9997,37710977,84,82.061538,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 2 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t2_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,32,close,25.181,unknown,19.856,1542.0%,8.4788,2.8859,5.4589,6.0445,37710977,84,32.427953,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 32 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,3,close,51.6654,unknown,9.678,238.9%,27.869,9.9522,5.5261,5.6901,37710977,84,61.172493,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 3 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t3_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,45,close,25.0727,unknown,19.942,2119.1%,7.774,2.6925,5.5063,6.7379,37710977,84,32.475636,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 45 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,4,close,45.3795,unknown,11.018,301.8%,23.646,7.9435,5.4838,5.7203,37710977,84,54.391661,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 4 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t4_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,56,close,26.401,unknown,18.939,2761.0%,7.9543,2.5953,5.6182,7.8273,37710977,84,34.076729,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 56 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,6,close,36.9863,unknown,13.519,405.0%,17.253,6.0031,5.493,5.729,37710977,84,45.172344,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 6 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t6_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose,20260423_224506,100,1000000,0.8442,500,0.005,1,8,close,33.8178,unknown,14.785,483.0%,14.667,5.0715,5.6141,5.9783,37710977,84,41.591362,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260423_224506/argon_grid_n100_rho0.8442.data -var rho 0.8442 -var n 100 -var steps 500 -var dt 0.005 -sf intel -pk intel 8 mode double,results/lammps/intel-native/argon_block/strong_n100_p1000000_rho0.8442_dt0.005_steps500_threads_r1_t8_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose,20260423_230021,102,1061208,0.8442,500,0.005,32,1,close,3.98652,unknown,133.1,99.9%,2.4771,0.85835,0.3709,0.15055,40022909,84,9.547587,results/lammps/intel-native/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230021/argon_grid_n102_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 32 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230021/argon_grid_n102_rho0.8442.data -var rho 0.8442 -var n 102 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_mpi_r32_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,weak_n102_p1061208_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose,20260423_224506,102,1061208,0.8442,500,0.005,1,32,close,26.7077,unknown,19.867,1543.5%,8.8031,3.0341,5.8579,6.6068,40022909,84,34.255954,results/lammps/intel-native/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260423_224506/argon_grid_n102_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260423_224506/argon_grid_n102_rho0.8442.data -var rho 0.8442 -var n 102 -var steps 500 -var dt 0.005 -sf intel -pk intel 32 mode double,results/lammps/intel-native/argon_block/weak_n102_p1061208_rho0.8442_dt0.005_steps500_threads_r1_t32_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose,20260423_230021,114,1481544,0.8442,500,0.005,45,1,close,4.24657,unknown,174.44,99.8%,2.586,0.87849,0.4363,0.18762,55874636,85,11.265493,results/lammps/intel-native/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230021/argon_grid_n114_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 45 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230021/argon_grid_n114_rho0.8442.data -var rho 0.8442 -var n 114 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_mpi_r45_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,weak_n114_p1481544_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose,20260423_224506,114,1481544,0.8442,500,0.005,1,45,close,35.9147,unknown,20.626,1931.9%,9.3737,3.6099,9.3399,10.01,55874636,85,45.708336,results/lammps/intel-native/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260423_224506/argon_grid_n114_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260423_224506/argon_grid_n114_rho0.8442.data -var rho 0.8442 -var n 114 -var steps 500 -var dt 0.005 -sf intel -pk intel 45 mode double,results/lammps/intel-native/argon_block/weak_n114_p1481544_rho0.8442_dt0.005_steps500_threads_r1_t45_bindclose/20260423_224506
lammps,scaling,intel-native,argon_block,weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose,20260423_230021,122,1815848,0.8442,500,0.005,56,1,close,4.37627,unknown,207.465,99.9%,2.6237,0.87285,0.44575,0.23527,68484218,85,11.909095,results/lammps/intel-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230021/argon_grid_n122_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 56 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230021/argon_grid_n122_rho0.8442.data -var rho 0.8442 -var n 122 -var steps 500 -var dt 0.005 -sf intel -pk intel 1 mode double,results/lammps/intel-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_mpi_r56_t1_bindclose/20260423_230021
lammps,scaling,intel-native,argon_block,weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose,20260423_224506,122,1815848,0.8442,500,0.005,1,56,close,48.4929,unknown,18.723,2614.4%,13.797,4.1193,12.32,13.681,68484218,85,60.873401,results/lammps/intel-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260423_224506/argon_grid_n122_rho0.8442.data,engines/lammps/argon_block.in,build/lammps-intel-native/install/bin/lmp,mpirun -np 1 build/lammps-intel-native/install/bin/lmp -in engines/lammps/argon_block.in -var datafile results/lammps/intel-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260423_224506/argon_grid_n122_rho0.8442.data -var rho 0.8442 -var n 122 -var steps 500 -var dt 0.005 -sf intel -pk intel 56 mode double,results/lammps/intel-native/argon_block/weak_n122_p1815848_rho0.8442_dt0.005_steps500_threads_r1_t56_bindclose/20260423_224506
