----------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                        Time             CPU   Iterations UserCounters...
BM_Baseline_Handcoded_SoA_Scalar/16/500_stddev                                1.69 ms         1.72 ms            3 items_per_second=349.67k/s ns/interaction=409.975us
BM_Baseline_Handcoded_SoA_Scalar/16/500_cv                                    0.04 %          0.04 %             3 items_per_second=0.04% ns/interaction=0.04%
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_mean                                 1436 ms         1436 ms            3 items_per_second=2.91977G/s ns/interaction=0.342493s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_median                               1436 ms         1436 ms            3 items_per_second=2.91969G/s ns/interaction=0.342502s
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_stddev                              0.026 ms        0.063 ms            3 items_per_second=128.164k/s ns/interaction=15.0335us
BM_Baseline_Handcoded_SoA_2D_SIMD/16/500_cv                                   0.00 %          0.00 %             3 items_per_second=0.00% ns/interaction=0.00%
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_mean                                 1925 ms         1925 ms            3 items_per_second=2.17828G/s ns/interaction=0.459077s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_median                               1926 ms         1925 ms            3 items_per_second=2.17797G/s ns/interaction=0.459142s
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_stddev                               1.01 ms         1.00 ms            3 items_per_second=1.13401M/s ns/interaction=238.949us
BM_Baseline_Handcoded_SoA_1D_SIMD/16/500_cv                                   0.05 %          0.05 %             3 items_per_second=0.05% ns/interaction=0.05%
